Row,Im_id,rep_id,Category,iCategory,Var,Classifier,Features,n_units,n_repfeature,n_test,n_train,n_splits,TimeStart,TimeEnd,split,PrCat,iPrCat,Correct
14,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,14,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
15,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,15,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
16,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,16,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
17,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,17,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
18,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,18,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
19,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,19,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Animals,0.0,0.0
20,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,20,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
21,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,21,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
22,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,22,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
23,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,23,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
24,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,24,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
25,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,25,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
26,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,26,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
27,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,27,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
28,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,28,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
29,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,29,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
30,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,30,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
31,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,31,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
32,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,32,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
33,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,33,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
34,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,34,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
35,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,35,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
36,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,36,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Tables,7.0,0.0
37,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,37,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
38,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,38,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Planes,6.0,0.0
39,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,39,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
40,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,40,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
41,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,41,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
42,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,42,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
43,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,43,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
44,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,44,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
45,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,45,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
46,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,46,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
47,e642153a7a95c2368470749be692f74fe852d2c8_V6,0,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
48,e642153a7a95c2368470749be692f74fe852d2c8_V6,1,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Animals,0.0,0.0
49,e642153a7a95c2368470749be692f74fe852d2c8_V6,2,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
50,e642153a7a95c2368470749be692f74fe852d2c8_V6,3,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Animals,0.0,0.0
51,e642153a7a95c2368470749be692f74fe852d2c8_V6,4,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Planes,6.0,0.0
52,e642153a7a95c2368470749be692f74fe852d2c8_V6,5,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
53,e642153a7a95c2368470749be692f74fe852d2c8_V6,6,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
54,e642153a7a95c2368470749be692f74fe852d2c8_V6,7,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
55,e642153a7a95c2368470749be692f74fe852d2c8_V6,8,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
56,e642153a7a95c2368470749be692f74fe852d2c8_V6,9,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
57,e642153a7a95c2368470749be692f74fe852d2c8_V6,10,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
58,e642153a7a95c2368470749be692f74fe852d2c8_V6,11,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
59,e642153a7a95c2368470749be692f74fe852d2c8_V6,12,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Animals,0.0,0.0
60,e642153a7a95c2368470749be692f74fe852d2c8_V6,13,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
61,e642153a7a95c2368470749be692f74fe852d2c8_V6,14,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
62,e642153a7a95c2368470749be692f74fe852d2c8_V6,15,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
63,e642153a7a95c2368470749be692f74fe852d2c8_V6,16,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Tables,7.0,0.0
64,e642153a7a95c2368470749be692f74fe852d2c8_V6,17,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
65,e642153a7a95c2368470749be692f74fe852d2c8_V6,18,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
66,e642153a7a95c2368470749be692f74fe852d2c8_V6,19,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
67,e642153a7a95c2368470749be692f74fe852d2c8_V6,20,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
68,e642153a7a95c2368470749be692f74fe852d2c8_V6,21,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Animals,0.0,0.0
69,e642153a7a95c2368470749be692f74fe852d2c8_V6,22,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
70,e642153a7a95c2368470749be692f74fe852d2c8_V6,23,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
71,e642153a7a95c2368470749be692f74fe852d2c8_V6,24,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
72,e642153a7a95c2368470749be692f74fe852d2c8_V6,25,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Tables,7.0,0.0
73,e642153a7a95c2368470749be692f74fe852d2c8_V6,26,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
74,e642153a7a95c2368470749be692f74fe852d2c8_V6,27,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
75,e642153a7a95c2368470749be692f74fe852d2c8_V6,28,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
76,e642153a7a95c2368470749be692f74fe852d2c8_V6,29,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
77,e642153a7a95c2368470749be692f74fe852d2c8_V6,30,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
78,e642153a7a95c2368470749be692f74fe852d2c8_V6,31,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
79,e642153a7a95c2368470749be692f74fe852d2c8_V6,32,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
80,e642153a7a95c2368470749be692f74fe852d2c8_V6,33,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Animals,0.0,0.0
81,e642153a7a95c2368470749be692f74fe852d2c8_V6,34,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
82,e642153a7a95c2368470749be692f74fe852d2c8_V6,35,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
83,e642153a7a95c2368470749be692f74fe852d2c8_V6,36,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
84,e642153a7a95c2368470749be692f74fe852d2c8_V6,37,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
85,e642153a7a95c2368470749be692f74fe852d2c8_V6,38,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
86,e642153a7a95c2368470749be692f74fe852d2c8_V6,39,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
87,e642153a7a95c2368470749be692f74fe852d2c8_V6,40,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
88,e642153a7a95c2368470749be692f74fe852d2c8_V6,41,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
89,e642153a7a95c2368470749be692f74fe852d2c8_V6,42,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
90,e642153a7a95c2368470749be692f74fe852d2c8_V6,43,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
91,e642153a7a95c2368470749be692f74fe852d2c8_V6,44,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
92,e642153a7a95c2368470749be692f74fe852d2c8_V6,45,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Tables,7.0,0.0
93,e642153a7a95c2368470749be692f74fe852d2c8_V6,46,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Animals,0.0,0.0
94,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,0,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
95,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,1,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
96,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,2,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
97,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,3,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
98,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,4,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
99,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,5,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
100,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,6,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
101,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,7,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
102,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,8,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
103,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,9,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
104,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,10,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
105,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,11,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Boats,1.0,0.0
106,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,12,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
107,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,13,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
108,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,14,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
109,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,15,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
110,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,16,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
111,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,17,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
112,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,18,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
113,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,19,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
114,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,20,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
115,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,21,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
116,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,22,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
117,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,23,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
118,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,24,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
119,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,25,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
120,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,26,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
121,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,27,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
122,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,28,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
123,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,29,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
124,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,30,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
125,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,31,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
126,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,32,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
127,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,33,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
128,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,34,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
129,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,35,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
130,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,36,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
131,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,37,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
132,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,38,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
133,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,39,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
134,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,40,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
135,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,41,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
136,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,42,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
137,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,43,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
138,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,44,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Planes,6.0,0.0
139,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,45,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
140,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,46,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
141,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,0,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
142,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,1,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Animals,0.0,0.0
143,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,2,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
144,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,3,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
145,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,4,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
146,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,5,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Animals,0.0,0.0
147,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,6,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
148,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,7,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Planes,6.0,0.0
149,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,8,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
150,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,9,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Fruits,5.0,1.0
151,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,10,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Cars,2.0,0.0
152,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,11,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Chairs,3.0,0.0
153,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,12,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Animals,0.0,0.0
154,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,13,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
155,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,14,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
156,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,15,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
157,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,16,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
158,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,17,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Faces,4.0,0.0
159,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,18,Fruits,5,V6,svm.LinearSVC,IT,168,47,6016,None,1,70,170,0,Tables,7.0,0.0
