Row,Im_id,Category,iCategory,Var,Classifier,Features,n_test,n_train,n_splits,TimeStart,TimeEnd,nboot,nsamp,split,PrCat,iPrCat
27,8bcb615d18adc0faff992ee0b7d53113f9d492e9_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
28,cb9ae894b356cf0d5beedea600443ec5c6edef23_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
29,57914f12988e9ca7a7e65b9129383cad2f34e0fa_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Tables,7
30,a79513834753159896095cbb47a064b9eb19d57c_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
31,ed79e4a8bbcb97f0ce494f1e7200f370454d8cf5_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
32,2d6231bb0270f337526b0d5d3936647bdf6fa421_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Cars,2
33,d8e5b94b720023a6bdc29d639ff6badb540d5538_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
34,e664016eaa17eeef5e8d481024052636e1a96361_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Cars,2
35,c3ec6b10e74a4ed6d0a941ff1c820c086c314c5e_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
36,00d1169904c5ba4dc600b1c6e047a562562746d4_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
37,366fb365218d0f26defbffba6e16f35e345a286a_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
38,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
39,91dcaa07bb2c510285a66430dc0b32ca69db92d6_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Planes,6
40,6a47b35572f881fd7e539d2f30cc93891f6563e4_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Cars,2
41,21302e70bcf553acfcd8cc92380dfbd57fec6667_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
42,c56f960703cf2a40bd463b0bd37a592d4e81b606_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
43,c28e2ccd0c476e2f36ab9541e163e311306e979e_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
44,12c3519b7c780de90991c5d5f52953d047b6278e_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
45,f8c74e74233495977a053b09fa7b7bbde563e644_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Planes,6
46,65908b83e991d4df5f036e7b77e5f84a5ca30db9_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
47,b5542915cafa390db9147a5f941a0524e26b277e_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Cars,2
48,03f46b6acdb2fc42f934c5ef67792026de49d530_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
49,2b3c8ffc4125bbe89a307d8bb4a169fb110439f9_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Tables,7
50,45e09ad79d90007693e690fd538d8c93f05f74db_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
51,1716747292499fcce585a5309cd51cd534cc6542_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
52,d9afd39be08e050fdfae46fe15981a7e6c858e0f_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
53,e2f53ee371c42f72b30690ceb49fc34dabfd7b93_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
54,b2106d3f3a6a912b5cbcecf76c97d6187736e21d_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
55,9af1c4a7e007dfb35dd1d08a88c6e5c2470b0992_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Planes,6
56,664cc28563bd597498a3b90b62f26abf87bc46c6_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Cars,2
57,2f044ae294a23fee6bbe2b7bc0be610726abe88b_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
58,e642153a7a95c2368470749be692f74fe852d2c8_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
59,cacbaeb11a883e598d68bcbd178c806f91d7090a_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
60,7257560f4fbfeba6a70cea0da94ea73180a5c7ab_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
61,74011a9f09213fd4cccb9acff5a4866918120dda_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
62,8cc97eab29fae3376bdd179b9c114dc3a09a4bb2_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Planes,6
63,e491cb04a27389fb36b2431f392dcd815bbcbbe8_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
64,cd1bf83d814c864893c3d54f0f69ea570fe3e680_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
65,644033b4b97e6a0e078db60ed726709a42608283_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
66,a961044778179051bfd4b47ac1236fd9d8964964_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
67,68b4a1bdc580122cabea518dd74e0fe1a01043a1_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
68,78482299608acf0508edceceed29a413299f350e_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
69,2755cd45fdc77af858f1e8149d1b7a811276303d_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Planes,6
70,39aded50724bff36e904a7d3b4e86ac6b8598ddb_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
71,82a76f0eb63ce30d9e7704232081333b7b03eab4_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
72,ce30c9b81be31a2ec4f51a04b30ee139a5e1d0b2_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
73,98bbea46ac1478edbd09dcbaa40a1d353d8f553b_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
74,779834aa3fb872a3ddc90de3ba0934b81012f698_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
75,c14d9a53ac45a386b8d13eefb8a5540775d5e90e_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
76,14c69cd781519513673bd1655550cea22281cbaf_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
77,c0e20bd1ce04e4323d0d4cead344caf53678c644_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
78,23f6b254f5c8dadac1d161bc40f347c0ced0d280_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Tables,7
79,286c13ad298485e20738362b52fa8dd4aa2db87b_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Planes,6
80,ee3f17464891ecd7411eb49a982a6d7c2c483d03_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Tables,7
81,19f41624652fff7c05acdf1ea4fad8ff3500191d_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
82,980deed5f85673eb0766be064d23cd14eb6abe07_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Planes,6
83,8b37078b5606c07c2647f33aa62c55bd27a3ff2b_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
84,b16a365e902a934fa6fc882b082d10d8478fd8e3_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
85,39e1ee0316caddc003e8876d2bed4bebb58cc7bd_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
86,5dee87095621ea39381fdf8dfb82edb17cfb51ba_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
87,6047f706f8509e6aca081f8420d2d04f216f9311_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
88,46d461c6b2337f26771c8f4501334ae97100714d_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
89,f677ad3f87da96bbe2368e0693d02971983b1c14_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Planes,6
90,f8ff439fe29c73c172b40a0a128f0aafdf96694a_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
91,4fdde4ed9a8379d448077f22dd89acbce39454f7_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Cars,2
92,2603ec29244ed2ff2c9b353aec20429eaaaefb7e_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
93,4186ef7a8ec117ae6a898e7f055061ce6cd49f29_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
94,66d77fe2e2f51c754d375e5a998b475463f4659d_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Tables,7
95,d99f674edc1bdd4f917e7b1a15e1626a37820a9f_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Tables,7
96,684288202207dda7197b27454818056d93fc6e2a_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
97,fcab716589512d03c3be0945ad9c77e4b7378f30_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
98,c1dbd75fafa5ccca2936a4ad886e89802615d91b_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
99,a206f7e5868da6b94cc8417071ef2b5f3dda8297_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
100,2f7b5ae717dc0fedc5ce69acc3c304ebff8fd0e4_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
101,f16d545a70267f9f230a1056536a32285cc665a1_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Cars,2
102,c54cb7f24890bbc2916c14fcd8c44d48324a4997_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
103,5d1682cbaae7e450f7bdd2507b026730e20b4ab0_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
104,4d9bbefa8ca27a844848b94b37df478e8f573400_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
105,ed7b2a8868c12f924385f86f85e33c8e95f572be_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
106,d80d662a7cf321c5f0d58f656632fe2b2000c41d_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
107,b90b0d95ce4488673ecc01645a329d4040eafc8b_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
108,3a0a4f431ed925b7670b2ddb5c9acd23e72e08e0_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
109,cd8cb8b852666f43863735bc47fe44d580d0ed8d_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
110,49b5f4d915797620b1ff1795644e2df4edb0efd9_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Tables,7
111,14866dd618014e8528e37928eab3dbd24db6dfcc_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Cars,2
112,dc40fe995072341522fa4f9f0c259039c1f73fbc_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
113,f71e221b101daf574f0bd572b169063b42b89dd7_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Cars,2
114,44e7dae2e90b8c43cf5611d39dbb64687c6bd8eb_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
115,8d558d6216746ba2276b4fbe2875b1e7b7f67460_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
116,ac272b9ddbe6e1bc2c3ba20b6b3d4bd85674d871_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Chairs,3
117,255ace85d6a586bfc59273fa2404c4e55fef4c4b_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
118,934aef48a1d98d4fe058b059ca01f643e7a450d7_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
119,f6c2ea97cd8d60de5faaa5181cd5ec0e1e0692ac_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
120,0331e370878c06dbe26cce37c9c006fbd868b983_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
121,27308649df58c488d1a4309767b48a7355ccd981_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Faces,4
122,bd442464e6262da692c50a6948d59fe51157d793_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Fruits,5
123,0807ad7533d14131d01fb26ee19f67524340ab11_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Animals,0
124,576dac79714112c838a959832b39a3dfddb55e86_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
125,5dcfc731d7fd492f66d99096c3e0b5fb87d36fd0_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Planes,6
126,df4d3fe1ee83c8bd8e56447250311d79317eb599_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Boats,1
127,f6ba02d30214f3a97c9da6f80b82ec45c1cc7af9_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,0,64,0,Cars,2
128,9dd9fda0a86507ca5d518c25c03a69a983ec646b_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
129,025b5cf1db483f0e122cb94c8c14f47839b8e4d2_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Planes,6
130,1416c2ddd03d543326596ed7b15d0a8279d17029_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
131,17f5e969b4c1b7a63d61db649537979874441afe_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
132,a7822b52b3d9b276234e9ef3d78e9e1a2aa0eeb9_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
133,8029c0ba7606748aefd9d7fc432185465ac5ea83_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Animals,0
134,1ceb599d23a380aa296079e6c0b4606e942e75f8_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Cars,2
135,13b890ec5aeaa26867d556abe5e6ef03ea456fd0_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Faces,4
136,d6cb0fa147fc4becada5ee7850e4b47fee54ff3e_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Animals,0
137,8c1f554847486da583ba47f996c62309d3ac718b_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Cars,2
138,63efb1658c66037487e3aff4357bd19195db5e6a_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Planes,6
139,b1f88880336e2687ea5df15043b82cd7bdbe453e_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Faces,4
140,5461dbbb682b73fbaf4f096c3f2567bf428a53e0_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
141,95e561fd9aa1c07148b71fc90a939491aab1a025_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Boats,1
142,8feaa7a857b0b6adcc119ba5eb74269f54f1e7fc_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
143,e141454d2547126e980f5a7e3991de6711e8a0db_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
144,8594bfe5098a1791ef08ceede3e4d142355c6cbb_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Fruits,5
145,c17deb7bbae9cc7ddb58fe280f960b5a2ffdeed3_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Cars,2
146,821565cb10250ce762b8c594185fc810f52d38ea_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
147,249385759fecaec85ac27fd309279d7c8029fa5b_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Faces,4
148,b9a8e415a2428e218a82032831d261df4dbef35d_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Fruits,5
149,507cc5bfe902fe84fa3ea07c67343010499ad177_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Animals,0
150,3f4642e7f7762131351cfa09f367323bfc799fe7_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
151,2e53ba09f7737f394794c76bf78bc36a29bf497a_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Cars,2
152,4e1d170de8501a8525a3fdbb7546619bae53671f_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Boats,1
153,60f067b1aa4bb540ba6395b8ba25ca71401e790c_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Fruits,5
154,86a1c7f8d39cdaab4e1de0583c504f91ecc38499_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Faces,4
155,8bcb615d18adc0faff992ee0b7d53113f9d492e9_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Animals,0
156,cb9ae894b356cf0d5beedea600443ec5c6edef23_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Fruits,5
157,57914f12988e9ca7a7e65b9129383cad2f34e0fa_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Animals,0
158,a79513834753159896095cbb47a064b9eb19d57c_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Animals,0
159,ed79e4a8bbcb97f0ce494f1e7200f370454d8cf5_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Fruits,5
160,2d6231bb0270f337526b0d5d3936647bdf6fa421_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Cars,2
161,d8e5b94b720023a6bdc29d639ff6badb540d5538_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Animals,0
162,e664016eaa17eeef5e8d481024052636e1a96361_V6,Animals,0,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Animals,0
163,c3ec6b10e74a4ed6d0a941ff1c820c086c314c5e_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Fruits,5
164,00d1169904c5ba4dc600b1c6e047a562562746d4_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Fruits,5
165,366fb365218d0f26defbffba6e16f35e345a286a_V6,Chairs,3,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
166,959c2bda53b55da9ab9d450d1aa1abdb95182669_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Tables,7
167,91dcaa07bb2c510285a66430dc0b32ca69db92d6_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Planes,6
168,6a47b35572f881fd7e539d2f30cc93891f6563e4_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Cars,2
169,21302e70bcf553acfcd8cc92380dfbd57fec6667_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Fruits,5
170,c56f960703cf2a40bd463b0bd37a592d4e81b606_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Cars,2
171,c28e2ccd0c476e2f36ab9541e163e311306e979e_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Fruits,5
172,12c3519b7c780de90991c5d5f52953d047b6278e_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Faces,4
173,f8c74e74233495977a053b09fa7b7bbde563e644_V6,Planes,6,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Planes,6
174,65908b83e991d4df5f036e7b77e5f84a5ca30db9_V6,Tables,7,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Tables,7
175,b5542915cafa390db9147a5f941a0524e26b277e_V6,Cars,2,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Cars,2
176,03f46b6acdb2fc42f934c5ef67792026de49d530_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Faces,4
177,2b3c8ffc4125bbe89a307d8bb4a169fb110439f9_V6,Fruits,5,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Cars,2
178,45e09ad79d90007693e690fd538d8c93f05f74db_V6,Boats,1,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Chairs,3
179,1716747292499fcce585a5309cd51cd534cc6542_V6,Faces,4,V6,svm.LinearSVC,IT,128,None,1,80,100,1,64,0,Faces,4
